Index,Time,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60
Cell299,0.597194388777555,5,20,14,29,92,23,5,20,22,50,2,8,0,1,1,1,5,2,1,8,1,5,0,0,8,1,7,1,5,2,0,0,2,1,3,1,1,2,0,5,564,10076,3922,7887,12211,6576,304,1667,8655,1685,7,9,12,3,11,0,4,27,6,20,6,14,16,25,12,5,6,10,6,13,0,0,1,0,1,5,0,2,2,6
Cell300,0.5991983967935871,4,12,36,51,63,18,0,4,87,72,3,16,0,1,3,3,0,0,0,1,0,3,7,0,27,3,2,1,1,0,2,4,2,2,1,1,0,0,2,3,368,4300,3268,2609,27156,6498,118,575,1094,3434,9,20,11,4,11,40,8,13,7,9,10,13,36,7,56,6,5,10,17,7,1,1,0,2,0,1,3,0,5,4
Cell301,0.6012024048096192,10,32,14,24,71,64,10,19,25,26,1,2,0,4,0,2,5,1,1,3,6,2,4,1,0,5,3,1,8,0,2,0,3,1,6,0,1,1,4,2,690,5323,3222,3263,13742,789,159,391,3079,2204,4,26,9,3,2,14,13,6,11,16,4,5,24,40,74,12,2,8,9,35,0,2,1,6,2,2,2,0,12,5
Cell302,0.6032064128256512,16,24,53,13,159,93,3,3,18,16,2,2,1,1,10,4,1,1,3,0,5,4,8,0,8,2,9,5,4,2,0,1,2,0,3,1,2,0,2,1,306,5478,6925,5934,17107,7161,358,321,9370,4431,23,0,42,14,28,14,13,16,5,7,3,12,13,34,40,35,4,19,5,4,2,0,2,2,1,1,1,5,2,6
Cell303,0.6052104208416833,4,34,13,35,92,80,6,12,5,34,1,5,2,0,1,3,0,2,2,2,2,5,8,1,19,1,3,3,5,0,0,1,0,0,2,2,1,0,4,3,219,5361,2576,4758,5056,2141,411,424,19946,4405,41,19,0,4,12,23,24,12,17,19,9,56,39,35,48,32,7,16,8,11,2,1,3,5,0,0,0,5,3,5
Cell304,0.6072144288577154,9,51,38,36,24,29,6,0,66,29,1,3,1,1,7,2,3,1,0,0,2,3,10,0,10,3,1,2,6,7,0,0,3,8,3,1,1,0,0,2,292,5487,3517,5540,18579,1881,381,1273,1550,2539,4,18,10,10,9,18,8,12,16,22,14,19,16,13,58,26,8,5,2,11,3,1,0,0,2,0,0,0,9,6
Cell305,0.6092184368737474,11,42,7,82,137,97,2,14,21,13,2,9,2,3,2,1,1,0,0,4,0,1,6,0,5,1,1,2,2,2,1,2,1,4,0,0,0,0,0,3,1035,5801,3427,4595,8354,7579,245,136,276,4894,1,0,22,7,34,11,21,23,9,12,4,24,14,24,77,15,2,4,17,10,0,1,1,0,1,2,0,0,1,4
Cell306,0.6112224448897795,15,68,22,48,60,45,12,10,103,89,1,3,2,6,3,0,5,0,0,3,0,1,4,0,11,3,0,2,6,3,0,1,4,8,1,0,0,0,1,5,239,7484,5060,15883,13467,7036,100,736,4422,2879,6,14,27,10,14,7,4,2,10,6,26,25,11,14,100,5,6,5,4,16,1,1,1,2,0,0,0,2,1,5
Cell307,0.6132264529058116,5,10,32,108,67,115,16,16,30,16,2,3,3,5,0,1,3,1,1,2,3,0,5,4,5,2,1,5,11,7,2,2,2,6,2,1,0,2,2,5,176,2641,4676,14458,4051,3206,258,772,11531,4586,5,12,12,37,8,14,15,12,8,27,11,41,26,9,18,40,5,15,22,10,0,1,0,2,0,8,2,1,3,3
Cell308,0.6152304609218436,7,17,12,20,42,49,9,6,45,10,2,1,2,2,5,0,3,5,0,2,2,0,4,2,18,1,2,3,5,10,1,0,4,1,0,0,1,3,1,8,199,3767,3004,4213,3662,2523,243,884,5940,8654,7,57,17,14,18,13,8,19,13,17,12,32,20,10,95,15,2,20,17,5,0,0,1,0,1,5,1,1,8,8
Cell309,0.6172344689378757,3,23,17,28,118,54,1,9,63,6,0,6,0,1,1,1,2,0,2,5,1,1,2,3,2,1,0,6,9,1,1,4,2,4,1,0,2,0,1,3,1597,1298,5793,6635,10659,5260,238,203,8974,2357,6,41,14,3,30,18,21,12,3,25,16,17,38,29,43,84,8,4,5,29,3,0,3,1,2,5,0,1,0,0
Cell310,0.6192384769539078,14,26,17,69,22,46,0,6,57,70,2,1,3,2,1,2,3,4,1,4,0,3,0,3,18,0,0,1,2,1,2,10,1,3,1,0,1,2,3,2,196,10090,1905,15815,10240,6101,143,771,4478,4239,5,20,11,13,3,6,55,16,4,9,2,28,64,11,75,5,0,13,8,14,0,4,1,2,0,3,2,0,8,3
Cell311,0.6212424849699398,15,32,12,17,49,35,15,7,25,26,0,0,1,4,2,1,5,4,1,3,0,4,15,0,12,1,3,4,0,2,0,1,3,2,2,0,1,3,0,2,169,1367,543,7544,5391,2437,332,863,1020,3748,11,21,19,24,39,14,18,10,14,7,2,9,14,16,33,18,9,21,3,7,2,0,0,1,1,2,2,1,6,1
Cell312,0.6232464929859719,0,42,11,20,43,37,7,9,22,22,3,1,4,1,7,1,4,2,1,4,1,3,2,2,6,0,4,8,4,1,1,1,2,2,3,1,0,0,0,0,79,1641,5430,7459,10080,7864,554,875,5159,503,12,16,8,4,5,5,9,14,9,20,13,28,21,52,112,11,4,20,25,22,0,0,3,3,0,4,2,2,10,5
Cell313,0.625250501002004,5,13,25,37,70,55,3,7,45,25,3,1,3,1,5,3,0,4,3,3,1,1,12,2,19,1,3,4,4,5,0,3,0,1,2,2,2,0,0,10,1211,3143,1729,1236,7241,4072,235,203,5711,2369,2,38,7,6,11,8,8,3,24,5,15,0,51,12,144,24,11,6,5,21,2,0,1,3,2,7,1,3,8,3
Cell314,0.627254509018036,0,25,42,13,38,34,2,6,30,29,4,1,4,2,2,0,0,7,2,1,2,9,5,1,20,1,6,0,3,1,0,2,0,2,1,4,0,0,0,3,770,3444,5216,3252,8519,1086,208,496,4178,5976,8,7,3,14,26,10,17,10,6,49,0,42,12,39,216,7,1,16,1,18,7,1,4,1,1,3,0,1,1,1
Cell315,0.6292585170340681,3,25,38,26,49,41,1,14,46,25,1,4,2,0,3,0,6,8,1,3,1,3,0,1,17,0,0,3,3,0,1,5,6,3,0,1,4,1,6,1,212,8622,5556,3714,21672,2724,331,487,1452,3232,9,10,4,23,36,5,13,14,3,23,5,17,4,6,103,16,2,8,0,2,0,0,2,1,0,5,3,0,7,1
Cell316,0.6312625250501002,14,32,23,58,18,48,4,0,71,37,0,0,2,0,0,0,0,10,2,2,2,0,3,0,30,1,2,1,6,3,0,1,0,10,0,1,1,1,1,5,86,583,3245,1854,5712,4616,85,1016,4003,4648,12,18,7,6,6,12,23,89,13,2,0,31,16,38,66,28,5,13,6,46,0,0,0,1,0,1,3,4,2,1
Cell317,0.6332665330661322,6,7,7,32,38,41,11,0,83,35,1,3,3,1,2,0,7,14,3,3,3,5,17,1,28,2,4,4,2,5,1,1,2,3,1,2,1,1,0,6,329,2863,5098,3871,13515,6738,169,512,6620,5430,28,16,2,15,20,18,9,6,1,14,3,11,28,27,70,32,2,30,14,14,3,1,0,1,3,1,0,1,3,2
Cell318,0.6352705410821643,9,37,16,80,86,26,12,0,29,21,3,3,2,0,1,2,4,0,1,3,0,0,4,2,12,0,2,2,1,0,1,0,1,1,2,1,5,1,1,5,513,2788,3183,3689,5725,5511,411,983,5190,3586,20,2,1,15,13,12,20,19,14,7,15,23,33,11,42,9,5,3,12,13,0,1,0,2,1,0,0,1,0,3
Cell319,0.6372745490981964,8,54,23,73,45,13,7,2,48,41,3,2,0,1,0,2,6,2,0,1,2,2,2,6,8,0,3,4,2,4,0,3,4,7,3,3,1,0,0,1,81,6552,2345,8716,12345,21086,37,1420,5026,1854,8,4,3,8,15,25,4,3,1,15,6,13,74,45,67,25,2,5,13,16,1,2,1,0,0,6,2,1,2,4
Cell320,0.6392785571142284,25,23,36,62,43,18,4,13,144,33,4,2,0,0,5,2,6,2,1,2,1,6,0,2,17,0,2,2,2,2,2,0,4,1,1,2,0,1,1,3,418,1079,1216,4643,13888,6553,591,221,2580,7534,28,19,28,22,7,10,23,17,15,26,10,19,21,14,26,24,9,3,7,32,0,1,4,1,0,4,2,0,3,2
Cell321,0.6412825651302605,3,34,26,90,63,66,4,11,25,72,4,3,7,0,4,3,1,1,0,5,1,1,9,1,9,0,2,3,15,3,0,0,3,4,6,1,0,1,2,2,566,14244,2451,21430,5747,4078,103,1494,2893,455,20,50,7,19,57,21,45,10,17,42,9,12,64,48,43,32,1,6,13,7,2,0,1,0,0,3,0,1,2,3
Cell322,0.6432865731462926,10,12,12,58,52,38,3,3,34,24,1,2,0,0,0,11,1,3,2,1,1,10,9,4,8,2,1,4,4,3,2,0,1,14,3,1,0,2,0,1,509,4165,3231,4223,1867,4465,94,627,3833,6763,24,5,21,9,11,8,17,25,6,36,27,34,43,10,102,1,5,15,9,6,0,1,5,3,1,3,0,4,3,3
Cell323,0.6452905811623246,2,16,25,64,125,32,9,2,97,27,2,1,2,6,1,6,0,5,0,0,1,22,5,0,10,2,3,1,2,6,2,0,0,3,1,0,0,0,0,12,320,3024,4336,1463,4146,2434,257,218,4574,2920,5,17,12,32,30,21,32,28,9,18,3,20,27,44,71,2,7,25,8,0,3,3,0,2,1,1,2,3,1,4
Cell324,0.6472945891783567,6,15,76,24,51,43,2,2,19,12,0,11,1,3,4,3,4,6,4,5,2,3,8,2,25,1,5,12,2,0,2,1,2,0,0,0,1,2,1,1,112,963,9172,6541,19477,12283,289,241,4044,2442,63,18,19,29,11,15,22,6,23,9,11,54,60,36,81,39,5,12,17,5,0,0,3,1,1,4,0,2,6,2
Cell325,0.6492985971943888,17,5,19,51,48,4,0,0,80,22,2,1,5,5,5,4,5,9,3,4,2,4,5,10,2,2,2,11,0,3,0,2,5,3,0,0,0,3,3,2,176,4457,2359,6884,5898,5904,273,628,3828,4521,16,29,17,22,27,15,11,33,6,19,5,29,41,17,185,54,3,14,1,15,0,1,3,1,3,3,1,1,2,4
Cell326,0.6513026052104208,3,12,40,10,10,2,1,12,26,45,2,1,5,4,0,1,5,0,3,2,0,7,4,2,22,8,0,6,3,4,0,0,1,0,3,0,0,0,0,9,9,12960,926,2803,11016,3785,191,557,1684,6687,14,31,16,34,13,8,13,11,5,18,6,38,27,25,110,12,5,13,9,11,1,0,0,1,0,5,2,0,1,1
Cell327,0.6533066132264529,7,57,26,54,79,20,1,15,22,57,3,1,3,0,3,2,2,6,0,1,2,4,5,0,15,4,11,2,7,3,1,1,0,4,0,1,1,0,0,1,564,1923,10325,3264,10180,5258,449,241,9672,4021,7,25,39,22,87,28,17,46,22,35,13,36,14,29,28,55,4,18,15,37,2,0,1,1,0,1,2,1,2,2
Cell328,0.655310621242485,2,19,13,62,27,23,1,20,119,59,0,3,2,3,9,3,5,4,0,3,0,12,6,1,8,2,4,4,2,2,1,1,1,4,0,0,2,1,0,4,526,3153,2060,5711,16379,4988,240,480,7216,1777,14,26,43,2,16,9,13,39,6,17,6,21,10,41,168,11,6,11,9,56,1,3,1,3,1,1,0,3,2,5
Cell329,0.657314629258517,10,24,6,15,72,22,12,9,46,75,2,1,1,2,3,4,1,2,4,0,3,9,13,0,7,3,2,3,2,1,2,1,6,2,2,1,1,0,0,4,437,3096,2204,5295,6710,3885,510,406,6428,3767,38,33,20,9,19,20,5,20,11,27,15,24,30,10,73,27,11,35,29,15,4,1,3,0,0,4,2,0,0,3
Cell330,0.6593186372745491,11,24,6,18,11,8,7,2,16,33,0,0,2,1,1,1,2,5,2,2,3,4,7,3,4,0,5,6,6,3,2,1,0,1,1,2,3,1,0,4,351,6071,7937,4681,14529,2461,108,768,1441,3939,36,59,26,14,20,34,40,6,9,23,9,26,43,14,86,38,2,25,27,23,2,0,2,0,1,6,0,0,8,7
Cell331,0.6613226452905812,6,38,59,31,90,27,1,9,58,35,1,4,6,1,4,2,2,2,0,2,3,2,8,3,3,1,0,0,10,2,2,1,0,1,2,0,0,0,1,5,322,6698,3246,1238,3370,9042,155,948,4656,6776,11,5,14,4,8,14,3,13,7,22,12,31,71,42,54,38,9,34,7,7,1,3,0,1,1,3,0,3,3,3
Cell332,0.6633266533066132,0,30,13,89,43,31,7,6,103,8,4,3,2,1,5,2,8,7,1,6,0,9,3,1,14,2,6,12,0,3,0,0,0,2,1,0,1,0,0,1,219,3869,4157,4510,19174,4212,364,775,3810,2217,6,21,10,11,29,23,12,51,12,24,7,18,75,41,154,49,8,13,11,18,2,1,0,2,1,1,3,0,0,0
Cell333,0.6653306613226453,17,15,11,72,11,62,4,5,32,95,0,6,0,2,0,2,6,1,0,0,0,2,6,1,12,3,1,1,1,5,1,0,3,1,0,0,1,0,0,0,356,6190,3016,7034,5681,7495,224,619,5772,2072,8,14,14,3,49,11,16,9,10,12,4,66,47,26,30,21,2,14,1,7,0,0,3,1,4,2,2,0,1,0
Cell334,0.6673346693386772,8,25,25,76,24,18,5,2,71,57,3,4,1,3,2,3,2,8,0,3,1,0,6,1,14,0,1,1,2,5,0,4,2,1,0,0,0,1,1,3,424,4815,3221,2674,5798,3636,178,932,1482,2333,15,49,7,28,24,15,55,33,8,9,13,44,68,13,67,16,4,12,7,2,1,3,0,2,0,4,2,0,1,1
Cell335,0.6693386773547093,12,7,19,33,91,90,3,10,181,46,1,2,8,8,6,1,3,1,0,5,2,1,8,1,7,2,4,6,2,8,1,0,1,2,3,1,1,2,0,4,626,10003,3921,6117,4404,3931,180,178,4811,5472,16,63,13,20,14,15,60,3,26,21,7,51,77,28,60,13,12,3,11,16,4,0,1,2,1,3,0,0,11,2
Cell336,0.6713426853707414,13,23,35,49,33,77,7,5,45,21,4,3,0,2,1,2,8,7,1,2,3,3,2,0,3,1,1,0,3,3,1,0,2,2,2,1,1,0,0,6,444,2342,5955,2382,8866,5647,240,360,654,2219,7,36,5,10,44,15,31,26,8,35,5,26,7,8,99,14,1,26,78,14,4,0,0,0,0,2,0,2,1,0
Cell337,0.6733466933867734,13,0,58,29,31,2,4,6,7,43,11,10,1,1,7,6,2,1,4,1,3,2,11,1,15,1,6,1,4,2,2,0,1,4,1,1,1,5,0,0,341,2446,4336,1021,10854,6839,200,1115,1723,4825,19,32,20,17,33,20,32,12,5,7,12,34,15,28,54,16,5,8,4,33,1,3,2,0,1,0,3,1,5,0
Cell338,0.6753507014028055,9,34,13,55,36,13,4,8,35,35,0,1,0,6,5,2,12,4,1,0,3,7,4,1,6,2,3,2,3,3,0,1,0,1,3,2,0,3,0,1,241,7237,3233,8193,7306,3378,229,481,3988,2316,8,57,25,11,17,2,26,11,4,1,16,45,34,27,70,12,10,0,16,40,2,1,1,6,3,0,0,1,1,0
Cell339,0.6773547094188376,1,13,18,66,14,31,5,3,31,33,0,6,4,0,5,3,4,6,2,1,0,1,13,2,26,1,3,1,1,1,1,0,1,1,1,6,1,1,0,5,797,4454,1741,4834,10375,5526,482,1149,819,5530,19,24,7,10,6,6,22,13,10,23,4,72,4,40,28,45,4,37,1,6,0,0,1,1,1,2,2,0,0,5
Cell340,0.6793587174348696,1,23,44,50,38,12,0,12,21,63,5,1,4,3,2,1,5,1,0,2,1,5,10,3,16,1,2,5,5,11,0,0,2,0,0,3,2,0,2,2,646,792,1174,3542,12028,7128,214,580,2887,1832,8,55,14,6,57,26,8,20,20,11,13,24,67,9,153,68,7,21,14,10,0,0,2,2,0,6,0,1,3,1
Cell341,0.6813627254509017,8,8,10,29,63,23,6,12,19,15,1,2,1,12,11,0,3,0,5,2,0,4,4,1,4,4,4,4,3,0,0,2,3,2,1,1,0,1,2,10,103,1210,2011,2725,15412,2565,168,321,3230,3722,17,49,42,8,8,17,8,26,18,39,2,74,25,46,70,60,1,16,8,18,0,2,3,3,1,4,0,0,2,2
Cell342,0.6833667334669338,14,16,3,94,58,22,2,9,36,2,2,11,4,2,6,2,2,7,7,3,2,3,4,1,14,1,6,1,2,5,2,1,0,2,4,2,0,0,0,4,351,7916,3184,5809,5673,9638,315,268,9666,6485,22,27,12,34,30,15,41,22,0,14,5,32,59,27,69,22,13,11,5,16,3,1,0,2,3,1,3,0,3,4
Cell343,0.6853707414829658,12,10,12,22,15,15,7,5,56,41,0,5,2,0,3,3,5,8,2,0,2,3,1,0,8,2,5,2,1,7,0,3,1,4,7,0,5,2,2,3,191,3647,2092,1097,4606,6599,261,399,7140,1638,15,62,15,16,11,3,38,13,27,3,10,16,44,15,98,76,3,10,56,2,1,1,1,0,0,6,2,0,0,2
Cell344,0.6873747494989979,3,44,23,64,32,12,4,3,49,7,4,2,1,2,8,0,3,8,1,2,3,6,4,2,5,0,0,2,1,7,1,1,1,1,0,1,1,0,1,0,71,8489,979,1894,3634,2913,256,724,3754,5843,23,2,28,6,38,12,27,11,11,10,3,9,55,32,85,36,8,10,32,11,0,3,5,1,0,2,0,0,2,3
Cell345,0.68937875751503,19,13,26,11,2,43,5,3,32,4,1,9,2,0,0,3,6,7,1,3,0,4,23,2,3,0,0,4,0,7,0,0,1,3,1,1,0,3,0,4,285,4923,3312,5156,5046,6502,518,706,2017,8173,23,12,22,50,89,3,26,21,10,13,6,21,30,33,208,93,8,2,8,31,0,1,0,1,0,0,1,2,3,1
Cell346,0.691382765531062,1,6,56,15,9,15,3,6,50,15,5,3,3,3,2,5,7,2,0,1,2,2,19,4,44,1,6,2,9,2,1,1,1,1,0,2,2,0,1,5,223,2729,1847,2329,22185,3029,112,292,4367,6208,3,89,22,5,49,4,20,14,7,47,3,8,7,29,87,41,21,5,26,17,1,0,3,1,1,0,1,0,1,0
Cell347,0.6933867735470941,11,35,15,17,29,46,5,4,38,32,1,1,5,4,4,11,8,2,0,6,0,15,13,1,9,1,0,0,9,4,6,3,3,1,4,0,0,0,0,4,362,3143,5347,3655,4849,3280,101,239,3595,3130,7,30,46,10,25,32,4,21,8,14,6,23,36,27,84,45,10,6,7,18,0,0,2,2,1,2,0,2,4,5
Cell348,0.6953907815631262,6,18,47,69,27,16,6,3,90,13,0,13,1,2,2,1,2,14,0,1,1,4,0,3,42,0,8,0,0,3,0,0,1,7,2,1,2,1,2,1,901,8502,3825,4907,4698,1689,52,980,5195,1740,4,68,19,15,32,12,15,36,2,12,16,12,32,15,17,39,4,17,24,9,0,0,1,2,0,0,1,0,1,0
Cell349,0.6973947895791582,1,25,32,21,12,19,7,6,70,19,2,0,2,1,3,7,4,6,2,3,4,0,10,1,4,2,5,3,6,2,0,1,0,3,2,0,0,0,0,1,194,3575,1483,2075,10782,7596,68,288,4303,9045,26,35,19,38,30,7,32,35,6,23,8,19,50,6,52,31,4,21,10,29,1,2,1,0,4,1,3,0,1,4
Cell350,0.6993987975951903,2,23,19,69,31,37,1,2,39,30,3,0,2,1,4,3,5,3,1,1,0,6,3,1,6,3,6,8,5,16,2,0,3,0,0,1,0,0,2,2,226,4287,1423,3257,22167,5283,153,54,6945,1500,29,25,21,24,26,10,14,15,33,4,2,6,90,49,89,32,2,14,2,53,1,1,2,0,1,1,1,1,2,1
Cell351,0.7014028056112224,1,28,43,17,69,63,4,1,18,29,2,2,1,2,4,2,4,4,2,0,3,5,20,6,43,8,7,0,3,4,0,0,1,2,0,1,2,0,1,9,286,1589,6049,6087,2611,7425,165,652,9980,957,26,36,41,20,30,5,44,28,8,30,3,78,84,14,44,49,6,4,26,18,1,1,0,1,4,0,1,3,1,2
Cell352,0.7034068136272544,7,16,29,67,37,20,0,9,12,37,6,11,2,1,8,7,2,6,0,2,0,9,9,3,10,0,2,8,3,3,1,4,4,2,1,0,0,0,1,1,109,1683,3096,6935,8998,5983,216,228,7622,4163,40,10,31,30,68,4,51,19,12,32,2,17,23,41,131,31,16,16,18,30,0,2,1,5,1,0,0,2,6,1
Cell353,0.7054108216432865,4,17,19,52,4,29,1,6,18,40,4,6,4,1,6,7,0,5,1,1,3,6,6,0,4,5,1,6,3,13,0,2,2,1,0,1,2,0,5,3,610,1676,2057,3806,3430,801,162,170,198,3448,4,53,22,5,31,11,7,30,1,7,10,13,27,9,22,38,16,31,15,6,1,0,0,2,3,1,0,1,1,0
Cell354,0.7074148296593186,0,9,8,24,22,49,2,1,46,45,2,0,2,2,4,5,0,2,1,1,10,17,16,2,5,2,0,3,10,2,2,0,0,1,0,3,1,1,1,0,332,2405,1028,2659,4465,2842,37,411,1611,4948,17,31,48,1,73,11,30,15,38,19,3,72,26,38,168,46,4,6,29,18,0,3,2,0,2,2,1,0,7,4
Cell355,0.7094188376753506,1,38,6,34,32,38,3,2,15,29,4,1,1,2,2,6,9,12,0,2,0,3,18,3,11,1,4,6,3,6,0,3,0,0,0,0,0,0,4,2,69,2824,1290,8257,5141,3381,216,887,906,3280,32,29,14,20,18,19,88,20,4,24,27,28,21,12,87,40,1,22,7,24,0,1,1,4,0,1,1,2,1,0
Cell356,0.7114228456913827,11,25,23,39,13,9,4,2,69,15,0,9,5,4,2,4,15,6,0,1,0,3,3,1,4,4,6,11,10,6,2,2,0,3,2,2,1,0,0,0,386,2054,301,6637,10493,2185,210,302,1482,2324,28,39,12,19,25,3,21,54,12,51,14,86,19,30,22,25,4,1,26,11,1,2,1,0,0,4,0,2,0,0
Cell357,0.7134268537074148,2,27,22,55,22,18,3,6,35,11,2,6,1,1,3,12,0,9,1,6,4,2,3,1,8,5,6,13,4,6,0,0,1,0,1,0,1,0,1,4,499,2552,2910,1628,17131,3828,308,426,6112,597,29,24,20,30,19,16,47,15,3,28,16,26,23,20,47,13,13,4,22,15,1,1,0,0,0,2,1,0,1,2
Cell358,0.7154308617234468,5,13,19,13,30,32,5,2,72,22,8,5,7,1,5,4,3,5,2,6,0,9,2,0,10,3,2,4,6,8,0,3,4,1,0,0,1,1,1,3,368,646,1760,4654,7219,4981,386,819,5583,4323,20,36,77,32,27,52,11,31,52,34,6,76,31,12,186,19,0,11,6,13,2,0,1,1,0,1,2,2,1,0
Cell359,0.7174348697394789,1,17,29,4,27,21,9,3,36,15,8,12,4,0,10,7,2,4,1,4,2,0,2,3,12,4,6,8,17,3,1,0,1,4,1,0,1,0,1,2,229,944,4771,1283,5816,3577,202,645,5933,1700,39,63,21,8,2,24,24,56,6,19,28,16,91,63,70,68,8,9,49,15,1,2,0,1,1,1,4,2,1,4
Cell360,0.719438877755511,9,21,13,51,21,8,5,4,75,16,2,10,1,2,0,1,0,3,1,3,0,11,22,0,16,3,2,5,2,1,1,1,5,3,0,0,0,0,1,2,265,7451,3570,4782,3480,1375,177,392,17295,1256,12,71,30,52,55,9,32,60,7,36,15,11,135,19,60,40,2,19,8,31,1,1,2,1,2,4,2,1,2,1
Cell361,0.721442885771543,15,34,63,52,1,26,0,11,58,21,4,1,1,2,7,9,5,5,3,1,4,6,6,1,4,8,3,3,3,5,1,3,0,0,1,0,0,0,0,6,223,9725,2139,6183,10547,2229,80,829,1989,1817,39,51,67,45,17,23,78,24,5,43,14,81,89,36,73,34,2,0,11,19,0,0,0,0,3,0,1,2,3,2
Cell362,0.7234468937875751,0,10,59,31,48,10,1,3,16,25,1,3,0,5,6,5,3,4,4,3,1,11,10,4,27,3,3,1,13,7,3,2,4,6,0,1,2,0,1,4,389,2303,355,2703,4076,1649,96,383,3409,3679,38,84,35,38,59,17,9,33,4,8,12,30,29,33,34,48,2,3,2,17,2,1,2,0,1,3,1,2,1,2
Cell363,0.7254509018036072,6,37,19,16,17,42,3,1,49,47,1,2,2,1,2,2,3,5,0,3,5,7,3,4,32,5,9,10,5,11,2,0,3,5,1,2,0,2,0,3,176,5166,3664,931,17032,9669,154,430,4165,4152,42,49,32,10,17,25,25,29,12,30,6,77,86,17,84,5,21,7,26,7,2,0,0,2,1,2,1,1,5,3
Cell364,0.7274549098196392,6,18,4,33,33,14,2,2,23,15,1,11,9,4,3,7,1,10,4,3,1,22,13,0,14,0,7,4,3,2,1,0,0,1,0,5,3,0,0,4,296,1945,5309,5262,5609,2959,250,54,4094,2405,57,107,14,63,25,12,7,13,27,15,5,108,23,57,144,3,11,16,12,33,0,1,1,1,0,3,1,0,4,1
Cell365,0.7294589178356713,6,4,18,9,32,42,4,3,44,9,6,7,2,2,3,10,1,0,0,2,0,4,12,7,46,6,3,9,5,3,2,2,1,3,0,0,1,1,0,3,374,1721,659,4402,4298,4082,122,384,15126,2439,43,21,16,49,122,42,25,44,7,7,1,28,48,18,133,23,9,6,29,17,0,2,4,0,0,0,1,0,2,4
Cell366,0.7314629258517034,10,14,18,47,37,22,3,2,7,59,2,9,9,1,1,7,2,3,2,2,2,3,13,6,4,1,3,3,8,9,0,1,1,2,1,3,2,1,0,1,103,10193,1654,8413,5651,3377,364,84,5007,1469,4,29,38,54,141,8,61,24,26,4,22,77,5,40,43,27,11,16,11,41,0,5,1,0,0,1,0,0,1,1
Cell367,0.7334669338677354,8,34,2,29,55,7,3,5,20,83,1,10,1,8,2,2,4,0,4,3,3,4,14,2,39,1,8,22,4,3,0,2,3,5,0,1,2,0,1,3,251,4598,534,1700,5517,1932,47,179,529,3822,16,76,37,12,32,12,30,21,8,4,2,54,29,46,74,27,6,5,37,55,4,1,3,1,2,0,1,2,0,1
Cell368,0.7354709418837675,4,13,33,30,20,11,1,3,45,37,1,2,9,4,3,2,1,2,2,0,2,17,9,4,15,4,3,4,11,17,4,3,2,6,1,0,0,1,1,2,193,683,1087,651,14486,7288,271,428,3958,7959,0,54,91,48,53,13,35,73,21,8,3,36,14,49,4,10,8,16,2,39,0,2,2,1,3,2,1,1,0,0
Cell369,0.7374749498997996,9,19,13,45,15,35,0,2,31,12,3,14,7,1,1,7,1,4,3,4,5,4,20,3,28,6,13,6,1,8,4,1,1,1,1,2,1,3,0,3,426,2163,1911,5612,3447,4401,152,220,7917,2403,18,4,21,93,33,22,33,7,37,25,28,87,52,42,22,30,6,19,31,26,0,1,1,3,0,0,2,0,0,0
Cell370,0.7394789579158316,0,16,34,15,73,23,5,0,52,6,0,2,1,3,6,5,0,4,3,1,4,2,21,7,61,5,4,4,7,8,1,0,0,1,3,3,0,2,1,3,141,5617,1559,756,2069,4474,457,272,4939,3958,17,11,16,17,110,38,50,28,21,3,2,9,50,19,102,22,11,21,11,11,2,0,1,0,1,2,1,0,1,2
Cell371,0.7414829659318637,5,3,23,6,16,11,1,4,38,20,0,12,4,3,2,8,0,7,2,1,2,15,5,8,21,1,5,7,3,8,2,0,4,0,6,1,1,4,2,1,406,2728,657,6042,28571,4677,278,381,3372,2794,4,95,94,31,30,21,27,26,12,6,5,45,53,50,71,118,7,16,11,23,3,0,1,1,3,0,0,0,2,2
Cell372,0.7434869739478958,14,39,28,47,53,4,6,4,26,49,2,3,3,1,1,8,4,3,8,2,4,7,2,1,25,2,3,3,8,10,0,0,0,1,1,2,2,5,1,2,331,2748,6829,4285,2866,9522,35,87,3136,3908,22,47,29,37,3,8,70,18,0,34,16,62,41,45,34,102,7,17,14,47,3,0,0,0,1,3,1,2,0,3
Cell373,0.7454909819639278,14,2,16,13,27,37,3,2,96,10,2,4,7,2,8,0,15,10,11,2,0,6,5,2,7,4,2,11,5,7,0,3,1,6,2,1,2,0,0,5,219,1069,3048,6236,12126,5599,102,888,7322,2814,12,125,45,50,53,6,58,19,4,16,28,27,26,23,78,3,9,6,22,18,0,0,2,1,0,2,0,0,0,1
